release_date;movie;production_budget;domestic_gross;worldwide_gross;distributor;mpaa_rating;genre;profit_ratio;decade
2011-12-16;Carnage;25000000;2546747;38112154;Other;R;Drama;1,52448616000000e+00;2010
2005-04-22;King's Ransom;25000000;4008527;4049527;Other;PG-13;Comedy;1,61981080000000e-01;2000
1995-03-01;Tank Girl;25000000;4064333;4064333;Other;R;Action;1,62573320000000e-01;1990
2005-12-07;The World's Fastest Indian;25000000;5128124;18991288;Other;PG-13;Drama;7,59651520000000e-01;2000
2001-03-23;Say It Isn't So;25000000;5516708;5516708;20th Century Fox;R;Comedy;2,20668320000000e-01;2000
1984-08-17;Sheena;25000000;5778353;5778353;Sony Pictures;NA;Adventure;2,31134120000000e-01;1980
2007-04-06;The Hoax;25000000;7164995;7164995;Other;R;Drama;2,86599800000000e-01;2000
2009-11-25;The Road;25000000;8114270;29206732;Other;R;Drama;1,16826928000000e+00;2000
1991-05-17;Stone Cold;25000000;9286314;9286314;Sony Pictures;R;Action;3,71452560000000e-01;1990
2002-08-16;Possession;25000000;10103647;14805812;Other;PG-13;Drama;5,92232480000000e-01;2000
1999-08-13;Brokedown Palace;25000000;10115014;11115766;20th Century Fox;PG-13;Drama;4,44630640000000e-01;1990
1993-10-08;Gettysburg;25000000;10731997;10731997;Other;PG;Drama;4,29279880000000e-01;1990
2008-03-28;Stop-Loss;25000000;10915744;11229035;Paramount Pictures;R;Drama;4,49161400000000e-01;2000
1996-10-11;Michael Collins;25000000;11092559;27572844;Warner Bros.;R;Drama;1,10291376000000e+00;1990
1986-07-01;Big Trouble in Little China;25000000;11100000;11100000;20th Century Fox;NA;Action;4,44000000000000e-01;1980
2005-06-03;The Lords of Dogtown;25000000;11273517;13424365;Other;PG-13;Action;5,36974600000000e-01;2000
2002-07-03;The Powerpuff Girls;25000000;11411644;16425701;Warner Bros.;PG;Adventure;6,57028040000000e-01;2000
2011-04-15;The Conspirator;25000000;11538204;15907411;Other;PG-13;Drama;6,36296440000000e-01;2010
1985-06-21;Lifeforce;25000000;11603545;11603545;Other;R;Horror;4,64141800000000e-01;1980
2015-11-13;The 33;25000000;12227722;28400715;Warner Bros.;PG-13;Drama;1,13602860000000e+00;2010
2012-12-21;Cirque du Soleil: Worlds Away;25000000;12512862;28012862;Paramount Pictures;PG;Drama;1,12051448000000e+00;2010
2017-09-22;Battle of the Sexes;25000000;12638526;18445094;Other;PG-13;Drama;7,37803760000000e-01;2010
1999-12-24;Angela's Ashes;25000000;13038660;13038660;Paramount Pictures;R;Drama;5,21546400000000e-01;1990
2011-09-09;Warrior;25000000;13657115;24215385;Other;PG-13;Drama;9,68615400000000e-01;2010
2007-08-03;Hot Rod;25000000;13938332;14334401;Paramount Pictures;PG-13;Comedy;5,73376040000000e-01;2000
2002-09-13;Stealing Harvard;25000000;13973532;13973532;Sony Pictures;PG-13;Comedy;5,58941280000000e-01;2000
1996-09-13;Maximum Risk;25000000;14102929;51702929;Sony Pictures;R;Action;2,06811716000000e+00;1990
2008-08-15;Fly Me To the Moon;25000000;14543943;43530281;Other;G;Adventure;1,74121124000000e+00;2000
2010-10-08;My Soul to Take;25000000;14744435;16727470;Universal;R;Horror;6,69098800000000e-01;2010
2000-03-03;The Next Best Thing;25000000;14983572;24355762;Paramount Pictures;PG-13;Drama;9,74230480000000e-01;2000
2005-09-30;The Greatest Game Ever Played;25000000;15331289;15468266;Other;PG;Drama;6,18730640000000e-01;2000
1996-07-26;The Adventures of Pinocchio;25000000;15382170;36682170;Other;G;Adventure;1,46728680000000e+00;1990
1986-04-18;Legend;25000000;15502112;23506237;Universal;PG;Adventure;9,40249480000000e-01;1980
2002-11-15;Half Past Dead;25000000;15567860;19233280;Sony Pictures;PG-13;Action;7,69331200000000e-01;2000
1988-04-01;Bright Lights, Big City;25000000;16118077;16118077;Other;R;Drama;6,44723080000000e-01;1980
2006-12-08;Unaccompanied Minors;25000000;16655224;21970831;Warner Bros.;PG;Adventure;8,78833240000000e-01;2000
2008-04-04;The Ruins;25000000;17432844;22910563;Paramount Pictures;R;Horror;9,16422520000000e-01;2000
2017-12-22;Father Figures;25000000;17501244;21038826;Warner Bros.;R;Comedy;8,41553040000000e-01;2010
2004-02-20;Eurotrip;25000000;17718223;20718223;Other;R;Comedy;8,28728920000000e-01;2000
2002-10-11;Punch-Drunk Love;25000000;17791031;24591031;Sony Pictures;R;Comedy;9,83641240000000e-01;2000
2017-03-24;CHiPS;25000000;18600152;23190697;Warner Bros.;R;Action;9,27627880000000e-01;2010
2011-09-02;Shark Night 3D;25000000;18877153;18877153;Other;PG-13;Horror;7,55086120000000e-01;2010
2015-08-05;Shaun the Sheep;25000000;19375982;101927062;Other;PG;Adventure;4,07708248000000e+00;2010
2011-02-11;The Eagle;25000000;19490041;38993548;Other;PG-13;Action;1,55974192000000e+00;2010
1998-05-01;He Got Game;25000000;21567853;22411948;Other;R;Drama;8,96477920000000e-01;1990
2005-04-22;A Lot Like Love;25000000;21835784;41921590;Other;PG-13;Comedy;1,67686360000000e+00;2000
1995-04-07;Don Juan DeMarco;25000000;22032635;22032635;Other;PG-13;Drama;8,81305400000000e-01;1990
2007-08-24;War;25000000;22486409;40686409;Other;R;Action;1,62745636000000e+00;2000
2010-04-23;The Losers;25000000;23591432;29863840;Warner Bros.;PG-13;Action;1,19455360000000e+00;2010
2011-08-26;Don't Be Afraid of the Dark;25000000;24046682;39126427;Other;R;Horror;1,56505708000000e+00;2010
2005-03-18;Ice Princess;25000000;24381334;25732334;Other;G;Comedy;1,02929336000000e+00;2000
1996-07-26;Kingpin;25000000;25023424;32223424;Other;R;Comedy;1,28893696000000e+00;1990
2001-04-20;Crocodile Dundee in Los Angeles;25000000;25590119;39393111;Paramount Pictures;PG;Adventure;1,57572444000000e+00;2000
2009-05-22;Dance Flick;25000000;25794018;32224624;Paramount Pictures;PG-13;Comedy;1,28898496000000e+00;2000
2017-02-03;Rings;25000000;27793018;82933201;Paramount Pictures;PG-13;Horror;3,31732804000000e+00;2010
1994-09-23;The Shawshank Redemption;25000000;28241469;28307092;Sony Pictures;R;Drama;1,13228368000000e+00;1990
2014-04-11;Draft Day;25000000;28842237;29847480;Other;PG-13;Drama;1,19389920000000e+00;2010
1998-01-23;Spice World;25000000;29342592;56042592;Sony Pictures;PG;Comedy;2,24170368000000e+00;1990
1998-11-06;Elizabeth;25000000;30082699;82150642;Other;R;Drama;3,28602568000000e+00;1990
2011-12-09;The Sitter;25000000;30542576;38749404;20th Century Fox;R;Comedy;1,54997616000000e+00;2010
2007-11-21;August Rush;25000000;31664162;66015869;Warner Bros.;PG;Drama;2,64063476000000e+00;2000
2017-02-17;Fist Fight;25000000;32187017;40287017;Warner Bros.;R;Comedy;1,61148068000000e+00;2010
1998-10-16;Bride of Chucky;25000000;32404188;50692188;Universal;R;Horror;2,02768752000000e+00;1990
2007-08-24;Mr. Bean’s Holiday;25000000;33302167;234981342;Universal;G;Adventure;9,39925368000000e+00;2000
2003-02-28;Cradle 2 the Grave;25000000;34657731;56434942;Warner Bros.;R;Action;2,25739768000000e+00;2000
2003-08-29;Jeepers Creepers II;25000000;35623801;119923801;Other;R;Horror;4,79695204000000e+00;2000
2003-04-04;What a Girl Wants;25000000;35990505;35990505;Warner Bros.;PG;Comedy;1,43962020000000e+00;2000
2004-01-01;Beauty Shop;25000000;36351350;38351350;Other;PG-13;Comedy;1,53405400000000e+00;2000
2014-05-16;Million Dollar Arm;25000000;36447959;39217912;Other;PG;Drama;1,56871648000000e+00;2010
2001-07-06;Kiss of the Dragon;25000000;36833473;36833473;20th Century Fox;R;Action;1,47333892000000e+00;2000
2002-05-31;Undercover Brother;25000000;38230435;40796145;Universal;PG-13;Comedy;1,63184580000000e+00;2000
2003-06-13;Rugrats Go Wild;25000000;39402572;55443032;Paramount Pictures;PG;Adventure;2,21772128000000e+00;2000
2002-12-20;The Wild Thornberrys Movie;25000000;40108697;60694737;Paramount Pictures;PG;Adventure;2,42778948000000e+00;2000
2007-12-26;There Will Be Blood;25000000;40222514;77208711;Other;R;Drama;3,08834844000000e+00;2000
1997-08-22;Money Talks;25000000;41076865;41076865;Other;R;Action;1,64307460000000e+00;1990
2002-12-27;The Hours;25000000;41675994;97030468;Paramount Pictures;PG-13;Drama;3,88121872000000e+00;2000
1993-10-15;The Beverly Hillbillies;25000000;42222647;55598481;20th Century Fox;PG;Comedy;2,22393924000000e+00;1990
2015-11-20;The Night Before;25000000;43035725;52427346;Sony Pictures;R;Comedy;2,09709384000000e+00;2010
1987-11-20;The Last Emperor;25000000;43984987;44005073;Sony Pictures;PG-13;Drama;1,76020292000000e+00;1980
1997-07-18;Nothing To Lose;25000000;44480039;64594061;Other;R;Comedy;2,58376244000000e+00;1990
2014-08-15;The Giver;25000000;45090374;55090374;Other;PG-13;Drama;2,20361496000000e+00;2010
1990-09-19;Goodfellas;25000000;46743809;46777347;Warner Bros.;R;Drama;1,87109388000000e+00;1990
2006-01-27;Nanny McPhee;25000000;47279279;128745578;Universal;PG;Adventure;5,14982312000000e+00;2000
2003-03-14;Agent Cody Banks;25000000;47545060;58240458;Other;PG;Adventure;2,32961832000000e+00;2000
2008-08-22;The House Bunny;25000000;48237389;71390601;Sony Pictures;PG-13;Comedy;2,85562404000000e+00;2000
1986-05-23;Cobra;25000000;49042224;49042224;Other;R;Action;1,96168896000000e+00;1980
2004-11-12;Finding Neverland;25000000;51676606;115036108;Other;PG;Drama;4,60144432000000e+00;2000
2013-12-13;Tyler Perry's A Madea Christmas;25000000;52543354;52543354;Other;PG-13;Comedy;2,10173416000000e+00;2010
2011-04-22;Madea's Big Happy Family;25000000;53345287;54160818;Other;PG-13;Drama;2,16643272000000e+00;2010
2006-02-10;Final Destination 3;25000000;54098051;112798051;Other;R;Horror;4,51192204000000e+00;2000
2000-03-22;Romeo Must Die;25000000;55973336;91036760;Warner Bros.;R;Action;3,64147040000000e+00;2000
2012-04-20;The Lucky One;25000000;60457138;96633833;Warner Bros.;PG-13;Drama;3,86535332000000e+00;2010
2017-01-27;A Dog’s Purpose;25000000;64321890;203731707;Universal;PG;Drama;8,14926828000000e+00;2010
2012-01-13;Contraband;25000000;66528000;98406855;Universal;R;Action;3,93627420000000e+00;2010
2007-11-09;No Country for Old Men;25000000;74273505;164035753;Other;R;Action;6,56143012000000e+00;2000
1987-06-03;The Untouchables;25000000;76270454;76270454;Paramount Pictures;R;Action;3,05081816000000e+00;1980
2012-12-25;Parental Guidance;25000000;77267296;120832383;20th Century Fox;PG;Adventure;4,83329532000000e+00;2010
2010-02-05;Dear John;25000000;80014842;142033509;Sony Pictures;PG-13;Drama;5,68134036000000e+00;2010
2008-01-18;Cloverfield;25000000;80048433;171302226;Paramount Pictures;PG-13;Action;6,85208904000000e+00;2000
2001-12-21;Jimmy Neutron: Boy Genius;25000000;80936232;102992536;Paramount Pictures;G;Adventure;4,11970144000000e+00;2000
2007-02-16;Bridge to Terabithia;25000000;82234139;137984788;Other;PG;Drama;5,51939152000000e+00;2000
2003-08-15;Freddy vs. Jason;25000000;82622655;114576403;Other;R;Horror;4,58305612000000e+00;2000
2004-03-26;Scooby-Doo 2: Monsters Unleashed;25000000;84185387;181185387;Warner Bros.;PG;Adventure;7,24741548000000e+00;2000
1993-12-15;Schindler’s List;25000000;96067179;321365567;Universal;R;Drama;1,28546226800000e+01;1990
2014-01-17;Ride Along;25000000;134202565;153733800;Universal;PG-13;Comedy;6,14935200000000e+00;2010
2008-12-12;Gran Torino;25000000;148095302;274543085;Warner Bros.;R;Drama;1,09817234000000e+01;2000
2016-12-25;Hidden Figures;25000000;169607287;231771716;20th Century Fox;PG;Drama;9,27086864000000e+00;2010
2011-08-10;The Help;25000000;169705587;213120004;Other;PG-13;Drama;8,52480016000000e+00;2010
1988-12-16;Rain Man;25000000;172825435;412800000;Other;R;Comedy;1,65120000000000e+01;1980
1993-11-24;Mrs. Doubtfire;25000000;219195051;441286003;20th Century Fox;PG-13;Comedy;1,76514401200000e+01;1990
2004-02-25;The Passion of the Christ;25000000;370782930;622341924;Other;R;Drama;2,48936769600000e+01;2000
2008-10-17;W.;25100000;25534493;28575778;Other;PG-13;Drama;1,13847721115538e+00;2000
2005-08-31;The Constant Gardener;25500000;33579798;86301599;Other;R;Drama;3,38437643137255e+00;2000
1996-05-17;Flipper;25530000;20080020;30593313;Universal;PG;Adventure;1,19832796709753e+00;1990
2015-03-17;Accidental Love;26000000;0;135436;Other;PG-13;Comedy;5,20907692307692e-03;2010
1997-08-24;The Grimm Brothers' Snow White;26000000;5000;5000;Other;PG-13;Horror;1,92307692307692e-04;1990
2014-03-21;Blood Ties;26000000;42472;2923959;Other;R;Drama;1,12459961538462e-01;2010
2013-10-18;The Fifth Estate;26000000;3254172;6154172;Other;R;Drama;2,36698923076923e-01;2010
2001-08-24;The Curse of the Jade Scorpion;26000000;7496522;18496522;Other;PG-13;Comedy;7,11404692307692e-01;2000
1995-01-27;Highlander: The Final Dimension;26000000;13738574;13738574;Other;PG-13;Action;5,28406692307692e-01;1990
2004-02-20;Welcome to Mooseport;26000000;14469428;14469428;20th Century Fox;PG-13;Comedy;5,56516461538462e-01;2000
2014-10-17;The Best of Me;26000000;26766213;41059418;Other;PG-13;Drama;1,57920838461538e+00;2010
2009-12-04;Brothers;26000000;28544157;45043870;Other;R;Drama;1,73245653846154e+00;2000
2002-03-29;Clockstoppers;26000000;36985501;38788828;Paramount Pictures;PG;Adventure;1,49187800000000e+00;2000
2012-08-29;Lawless;26000000;37397291;54393637;Other;R;Drama;2,09206296153846e+00;2010
2004-12-29;In Good Company;26000000;45489752;63489752;Universal;PG-13;Comedy;2,44191353846154e+00;2000
2000-12-22;O Brother, Where Art Thou?;26000000;45506619;75763814;Other;PG-13;Comedy;2,91399284615385e+00;2000
2003-01-31;Final Destination 2;26000000;46896664;90396664;Other;R;Horror;3,47679476923077e+00;2000
2013-04-26;Pain & Gain;26000000;49875291;81275291;Paramount Pictures;R;Action;3,12597273076923e+00;2010
1977-06-15;A Bridge Too Far;26000000;50800000;50800000;Other;PG;Action;1,95384615384615e+00;1970
1998-07-31;Ever After: A Cinderella Story;26000000;65705772;65705772;20th Century Fox;PG;Drama;2,52714507692308e+00;1990
1993-12-22;Philadelphia;26000000;77324422;201324422;Other;PG-13;Drama;7,74324700000000e+00;1990
2008-08-06;Pineapple Express;26000000;87341380;102404019;Sony Pictures;R;Comedy;3,93861611538462e+00;2000
1990-12-21;Kindergarten Cop;26000000;91457688;202000000;Universal;PG-13;Comedy;7,76923076923077e+00;1990
2005-08-19;The 40 Year-old Virgin;26000000;109449237;177344230;Universal;R;Comedy;6,82093192307692e+00;2000
2009-01-16;Paul Blart: Mall Cop;26000000;146336178;185904750;Sony Pictures;PG;Adventure;7,15018269230769e+00;2000
2008-10-17;What Just Happened;27000000;1090947;2412123;Other;R;Comedy;8,93378888888889e-02;2000
1999-11-24;Flawless;27000000;4485485;4485485;Other;R;Drama;1,66129074074074e-01;1990
2002-10-18;Formula 51;27000000;5204007;5204007;Other;R;Action;1,92741000000000e-01;2000
2007-11-02;Martian Child;27000000;7500310;9352089;Other;PG;Drama;3,46373666666667e-01;2000
1998-03-27;The Newton Boys;27000000;10341093;10341093;20th Century Fox;PG-13;Drama;3,83003444444444e-01;1990
1985-06-21;Return to Oz;27000000;10618813;10618813;Other;PG;Adventure;3,93289370370370e-01;1980
2005-06-10;The Honeymooners;27000000;12834849;13174426;Paramount Pictures;PG-13;Comedy;4,87941703703704e-01;2000
2010-10-01;Case 39;27000000;13261851;28773827;Other;R;Horror;1,06569729629630e+00;2010
2008-09-19;The Duchess;27000000;13848978;45160110;Other;PG-13;Drama;1,67259666666667e+00;2000
1984-07-20;Die Unendliche Geschichte;27000000;21300000;21300000;Warner Bros.;NA;Adventure;7,88888888888889e-01;1980
1983-10-21;The Right Stuff;27000000;21500000;21500000;Warner Bros.;NA;Action;7,96296296296296e-01;1980
2011-08-19;Spy Kids: All the Time in the World;27000000;38536376;80681183;Other;PG;Adventure;2,98819196296296e+00;2010
1994-12-25;The Jungle Book;27000000;44342956;44342956;Other;PG;Adventure;1,64233170370370e+00;1990
2006-12-25;Notes on a Scandal;27500000;17510118;50578411;Other;R;Drama;1,83921494545455e+00;2000
1984-12-14;A Passage to India;27500000;27187653;27187653;Sony Pictures;NA;Drama;9,88641927272727e-01;1980
2008-02-08;Welcome Home Roscoe Jenkins;27500000;42436517;43607627;Universal;PG-13;Comedy;1,58573189090909e+00;2000
2009-06-26;My Sister's Keeper;27500000;49200230;96673002;Warner Bros.;PG-13;Drama;3,51538189090909e+00;2000
1983-06-10;Octopussy;27500000;67900000;187500000;Other;PG;Action;6,81818181818182e+00;1980
1997-12-25;Kundun;28000000;5686694;5686694;Other;PG-13;Drama;2,03096214285714e-01;1990
2015-10-30;Our Brand is Crisis;28000000;7002261;8592432;Warner Bros.;R;Drama;3,06872571428571e-01;2010
1997-07-11;A Simple Wish;28000000;8165213;8165213;Universal;PG;Comedy;2,91614750000000e-01;1990
2001-08-24;John Carpenter's Ghosts of Mars;28000000;8434601;8434601;Other;R;Action;3,01235750000000e-01;2000
1999-10-01;Mystery, Alaska;28000000;8891623;8891623;Other;R;Comedy;3,17557964285714e-01;1990
2014-04-25;Brick Mansions;28000000;20396829;73421224;Other;PG-13;Action;2,62218657142857e+00;2010
2010-01-15;The Spy Next Door;28000000;24307106;46752858;Other;PG;Adventure;1,66974492857143e+00;2010
2014-09-19;A Walk Among the Tombstones;28000000;26017685;62108587;Universal;R;Action;2,21816382142857e+00;2010
2007-10-12;We Own the Night;28000000;28563179;55307857;Sony Pictures;R;Drama;1,97528060714286e+00;2000
2013-08-16;Kick-Ass 2;28000000;28795985;63129909;Universal;R;Action;2,25463960714286e+00;2010
1995-04-07;Rob Roy;28000000;31390587;31390587;Other;R;Drama;1,12109239285714e+00;1990
2000-12-22;Dracula 2000;28000000;33000377;33000377;Other;R;Horror;1,17858489285714e+00;2000
2011-08-12;30 Minutes or Less;28000000;37053924;40966716;Sony Pictures;R;Comedy;1,46309700000000e+00;2010
2005-11-11;Pride & Prejudice;28000000;38372662;126549607;Other;PG;Drama;4,51962882142857e+00;2000
1993-07-16;Hocus Pocus;28000000;39360491;39360491;Other;PG;Comedy;1,40573182142857e+00;1990
1994-09-16;Timecop;28000000;44853581;102053581;Universal;R;Action;3,64477075000000e+00;1990
2001-09-28;Zoolander;28000000;45172250;60780981;Paramount Pictures;PG-13;Comedy;2,17074932142857e+00;2000
1981-06-26;For Your Eyes Only;28000000;54800000;195300000;Universal;PG;Action;6,97500000000000e+00;1980
2013-01-28;Last Vegas;28000000;63914167;112914167;Other;PG-13;Comedy;4,03264882142857e+00;2010
2004-02-06;Miracle;28000000;64378093;64474705;Other;PG;Drama;2,30266803571429e+00;2000
2008-11-07;Role Models;28000000;67300955;94500826;Universal;R;Comedy;3,37502950000000e+00;2000
2015-12-11;The Big Short;28000000;70259870;133162752;Paramount Pictures;R;Drama;4,75581257142857e+00;2010
2013-02-14;Safe Haven;28000000;71399120;94050951;Other;PG-13;Drama;3,35896253571429e+00;2010
2017-11-01;A Bad Moms Christmas;28000000;72110659;127710659;Other;R;Comedy;4,56109496428571e+00;2010
1988-07-15;Die Hard;28000000;81350242;139109346;20th Century Fox;R;Action;4,96819092857143e+00;1980
1998-11-20;The Rugrats Movie;28000000;100494685;140894685;Paramount Pictures;G;Adventure;5,03195303571429e+00;1990
2017-07-21;Girls Trip;28000000;115108515;140886353;Universal;R;Comedy;5,03165546428571e+00;2010
2015-08-14;Straight Outta Compton;28000000;161197785;202182981;Universal;R;Drama;7,22082075000000e+00;2010
1992-11-11;Aladdin;28000000;217350219;504050219;Other;G;Adventure;1,80017935357143e+01;1990
1999-09-24;Mumford;28700000;4559569;4559569;Other;R;Comedy;1,58870000000000e-01;1990
1987-11-06;Cry Freedom;29000000;5899797;25899797;Universal;NA;Drama;8,93096448275862e-01;1980
2009-08-26;Taking Woodstock;29000000;7460204;10066366;Other;R;Drama;3,47116068965517e-01;2000
2002-12-31;Confessions of a Dangerous Mind;29000000;16007718;33013805;Other;R;Drama;1,13840706896552e+00;2000
2004-11-12;Seed of Chucky;29000000;17016190;24716190;Other;R;Horror;8,52282413793103e-01;2000
2008-12-05;Frost/Nixon;29000000;18622031;28452945;Universal;R;Drama;9,81136034482759e-01;2000
